,Player,Pos,Tm,Total Value,APY,Total Guaranteed,AGY,% Guaranteed,APY_Cap
1962,Sam Ehlinger,QB,Colts,3610704,902676,130704,32676,3.6,0.402
1963,Julian Hill,TE,Dolphins,2707500,902500,42500,14167,1.6,0.40099999999999997
1964,Nick Harris,C,Browns,3609648,902412,314648,78662,8.7,0.40099999999999997
1965,David Durden,WR,Cowboys,2705000,901667,150000,50000,5.5,0.40099999999999997
1966,Jake Bobo,WR,Seahawks,2705000,901667,10000,3333,0.4,0.40099999999999997
1967,Elijah Cooks,WR,Jaguars,2705000,901667,70000,23333,2.6,0.40099999999999997
1968,Christian Izien,S,Buccaneers,2705000,901667,160000,53333,5.9,0.40099999999999997
1969,Jesse Matthews,WR,Texans,2705000,901667,60000,20000,2.2,0.40099999999999997
1970,Eli Ricks,CB,Eagles,2705000,901667,40000,13333,1.5,0.40099999999999997
1971,Kahlef Hailassie,CB,Browns,2705000,901667,100000,33333,3.7,0.40099999999999997
1972,Ben Sims,TE,Packers,2705000,901667,110000,36667,4.1,0.40099999999999997
1973,Nate Adkins,TE,Broncos,2705000,901667,75000,25000,2.8,0.40099999999999997
1974,T.J. Bass,RG,Cowboys,2705000,901667,150000,50000,5.5,0.40099999999999997
1975,Kilian Zierer,RT,Texans,2705000,901666,180000,60000,6.7,0.40099999999999997
1976,Brenton Cox Jr.,EDGE,Packers,2704000,901333,9000,3000,0.3,0.40099999999999997
1977,Malik Heath,WR,Packers,2704000,901333,9000,3000,0.3,0.40099999999999997
1978,Maalik Hall,LB,Jets,2702500,900833,57500,19167,2.1,0.40099999999999997
1979,Matt Hembrough,LS,Cardinals,2702000,900667,7000,2333,0.3,0.40099999999999997
1980,Chris Stoll,LS,Seahawks,2701500,900500,6500,2167,0.2,0.40099999999999997
1981,Lou Hedley,P,Saints,2700000,900000,10000,3333,0.4,0.4
1982,Sean Tucker,RB,Buccaneers,2700000,900000,155000,51667,5.7,0.4
1983,Caleb Murphy,EDGE,Titans,2700000,900000,15000,5000,0.6,0.4
1984,Alex Ward,LS,Rams,2700000,900000,5000,1667,0.2,0.4
1985,Isaiah Land,LB,Colts,2700000,900000,100000,33333,3.7,0.4
1986,Ricky Lee,LT,Panthers,2700000,900000,5000,1667,0.2,0.4
1987,Claudin Cherelus,LB,Panthers,2700000,900000,20000,6667,0.7,0.4
1988,John Stephens,WR,Cowboys,2698000,899333,3000,1000,0.1,0.4
1989,Blake Grupe,K,Saints,2697500,899167,2500,833,0.1,0.4
1990,Zeke Vandenburgh,EDGE,Dolphins,2697000,899000,22000,7333,0.8,0.4
1991,Malik Hamm,EDGE,Ravens,2697000,899000,2000,667,0.1,0.4
1992,Christopher Brooks,RB,Dolphins,2697000,899000,20000,6667,0.7,0.4
1993,A.J. Uzodinma,CB,Chargers,2697000,899000,2000,667,0.1,0.4
1994,Markees Watts,EDGE,Buccaneers,2696000,898667,1000,333,0.0,0.4
1995,Marcelino McCrary-Ball,CB,Jets,2695000,898333,0,0,0.0,0.4
1996,Matt Jackson,S,Titans,2695000,898333,0,0,0.0,0.4
1997,Chris Glaser,RG,Jets,2695000,898333,0,0,0.0,0.4
1998,Malik Cunningham,QB,Ravens,2695000,898333,0,0,0.0,0.4
1999,Brandon Aubrey,K,Cowboys,2695000,898333,0,0,0.0,0.4
2000,Anthony Kendall,CB,Titans,2695000,898333,0,0,0.0,0.4
2001,Josh Ali,WR,Falcons,2695000,898333,0,0,0.0,0.4
2002,Alfonzo Graham,RB,Steelers,2695000,898333,0,0,0.0,0.4
2003,LaTrell Bumphus,IDL,Seahawks,2695000,898333,0,0,0.0,0.4
2004,Andrew Whitaker,CB,Seahawks,2695000,898333,0,0,0.0,0.4
2005,A.J. Finley,S,Chargers,2695000,898333,0,0,0.0,0.4
2006,Kearis Jackson,WR,Titans,2695000,898333,0,0,0.0,0.4
2007,NaJee Thompson,CB,Vikings,2695000,898333,0,0,0.0,0.4
2008,Andrew Farmer,EDGE,Chargers,2695000,898333,0,0,0.0,0.4
2009,Patrick Johnson,LB,Eagles,3585872,896468,105872,26468,3.0,0.39899999999999997
2010,Jonathon Cooper,EDGE,Broncos,3580672,895168,100672,25168,2.8,0.398
2011,Darnell Mooney,WR,Bears,3577048,894262,282048,70512,7.9,0.398
2012,Shaka Toney,EDGE,Commanders,3572952,893238,92952,23238,2.6,0.39699999999999996
2013,Benning Potoa'e,IDL,Commanders,1785000,892500,0,0,0.0,0.39699999999999996
2014,E.J. Jenkins,TE,Eagles,1785000,892500,20000,10000,1.1,0.39699999999999996
2015,Matthew Butler,IDL,Raiders,1785000,892500,0,0,0.0,0.39699999999999996
2016,Joshuah Bledsoe,S,Patriots,1785000,892500,0,0,0.0,0.39699999999999996
2017,Will Fries,RG,Colts,3565376,891344,85376,21344,2.4,0.39699999999999996
2018,Bennett Skowronek,WR,Rams,3564524,891131,84524,21131,2.4,0.396
2019,K.J. Osborn,WR,Vikings,3562772,890693,267772,66943,7.5,0.396
2020,Pressley Harvin,P,Steelers,3560732,890183,80732,20183,2.3,0.396
2021,Mike Danna,EDGE,Chiefs,3558660,889665,263660,65915,7.4,0.396
2022,Dax Milne,WR,Commanders,3557264,889316,77264,19316,2.2,0.396
2023,Grant Stuard,LB,Colts,3556248,889062,76248,19062,2.1,0.395
2024,Justin Strnad,LB,Broncos,3532776,883194,237776,59444,6.7,0.393
2025,Trenton Irwin,WR,Bengals,1765000,882500,0,0,0.0,0.393
2026,Ar'Darius Washington,S,Ravens,1765000,882500,0,0,0.0,0.393
2027,Jonah Williams,IDL,Rams,1765000,882500,0,0,0.0,0.393
2028,Nick McCloud,CB,Giants,1765000,882500,0,0,0.0,0.393
2029,Kevin Jarvis,RG,Bills,1764000,882000,9000,4500,0.5,0.392
2030,Tyrell Shavers,WR,Bills,1764000,882000,9000,4500,0.5,0.392
2031,Richard Gouraige,RT,Bills,1764000,882000,9000,4500,0.5,0.392
2032,Bryan Thompson,WR,Bills,1764000,882000,9000,4500,0.5,0.392
2033,Josh Butler,CB,Cowboys,1755000,877500,0,0,0.0,0.38999999999999996
2034,Johnny Johnson III,WR,Texans,1755000,877500,0,0,0.0,0.38999999999999996
2035,Michael Jacobson,TE,Saints,1755000,877500,0,0,0.0,0.38999999999999996
2036,Mark Evans II,LG,Saints,1755000,877500,0,0,0.0,0.38999999999999996
2037,Tre'Shaun Harrison,WR,Titans,1755000,877500,0,0,0.0,0.38999999999999996
2038,Brandon Hill,S,Texans,1755000,877500,0,0,0.0,0.38999999999999996
2039,Jordan Mims,RB,Saints,1755000,877500,0,0,0.0,0.38999999999999996
2040,Anfernee Orji,LB,Saints,1755000,877500,0,0,0.0,0.38999999999999996
2041,Ali Gaye,EDGE,Texans,1755000,877500,0,0,0.0,0.38999999999999996
2042,Cameron McCutcheon,CB,Rams,1755000,877500,0,0,0.0,0.38999999999999996
2043,Princeton Fant,TE,Cowboys,1755000,877500,0,0,0.0,0.38999999999999996
2044,Mike McAllister,C,Rams,1755000,877500,0,0,0.0,0.38999999999999996
2045,Tanner Ingle,S,Rams,1755000,877500,0,0,0.0,0.38999999999999996
2046,Gerrid Doaks,RB,Texans,1755000,877500,0,0,0.0,0.38999999999999996
2047,Jalen Moreno-Cropper,WR,Cowboys,1755000,877500,0,0,0.0,0.38999999999999996
2048,Tanner Brown,K,Rams,1755000,877500,0,0,0.0,0.38999999999999996
2049,Logan Bruss,LT,Rams,1755000,877500,0,0,0.0,0.38999999999999996
2050,Durrell Johnson,EDGE,Cowboys,1755000,877500,0,0,0.0,0.38999999999999996
2051,Earl Bostick Jr.,LT,Cowboys,1755000,877500,0,0,0.0,0.38999999999999996
2052,Thomas Rush,EDGE,Titans,1755000,877500,0,0,0.0,0.38999999999999996
2053,Jaylon Thomas,RT,Texans,1755000,877500,0,0,0.0,0.38999999999999996
2054,Xavier Smith,WR,Rams,1755000,877500,0,0,0.0,0.38999999999999996
2055,Mathew Sexton,WR,Dolphins,1755000,877500,0,0,0.0,0.38999999999999996
2056,Tiawan Mullen,CB,Eagles,1755000,877500,0,0,0.0,0.38999999999999996
2057,Faion Hicks,CB,Saints,1755000,877500,0,0,0.0,0.38999999999999996
2058,Jason Poe,LG,Eagles,1755000,877500,0,0,0.0,0.38999999999999996
2059,Dresser Winn,QB,Rams,1755000,877500,0,0,0.0,0.38999999999999996
2060,Noah Elliss,IDL,Eagles,1755000,877500,0,0,0.0,0.38999999999999996
2061,Jared Wayne,WR,Texans,1755000,877500,0,0,0.0,0.38999999999999996
2062,Vitaliy Gurman,RG,Jets,1755000,877500,0,0,0.0,0.38999999999999996
2063,Lew Nichols III,RB,Eagles,1755000,877500,0,0,0.0,0.38999999999999996
2064,Griffin Hebert,TE,Eagles,1755000,877500,0,0,0.0,0.38999999999999996
2065,Grant Miller,LG,Rams,1755000,877500,0,0,0.0,0.38999999999999996
2066,Rejzohn Wright,CB,Saints,1755000,877500,0,0,0.0,0.38999999999999996
2067,Obinna Eze,LT,Jets,1755000,877500,0,0,0.0,0.38999999999999996
2068,Joseph Ngata,WR,Eagles,1755000,877500,0,0,0.0,0.38999999999999996
2069,Michael Onwenu,RT,Patriots,3497468,874367,202468,50617,5.8,0.38899999999999996
2070,Cam Brown,LB,Giants,3493364,873341,198364,49591,5.7,0.388
2071,Alohi Gilman,S,Chargers,3482876,870719,187876,46969,5.4,0.387
2072,Donovan Peoples-Jones,WR,Lions,3481608,870402,186608,46652,5.4,0.387
2073,D'Angelo Ross,CB,Texans,870000,870000,0,0,0.0,0.387
2074,Cameron Dicker,K,Chargers,870000,870000,0,0,0.0,0.387
2075,Sam Kamara,IDL,Browns,870000,870000,0,0,0.0,0.387
2076,Chase Lucas,CB,Lions,870000,870000,0,0,0.0,0.387
2077,Myles Adams,IDL,Seahawks,870000,870000,0,0,0.0,0.387
2078,Foster Sarell,LT,Chargers,870000,870000,0,0,0.0,0.387
2079,Austin Trammell,WR,Rams,870000,870000,0,0,0.0,0.387
2080,Austin Deculus,RT,Jets,870000,870000,0,0,0.0,0.387
2081,Renell Wren,IDL,Steelers,870000,870000,0,0,0.0,0.387
2082,Zack Bailey,LG,Chargers,870000,870000,0,0,0.0,0.387
2083,Nick Muse,TE,Vikings,870000,870000,0,0,0.0,0.387
2084,Khalil Dorsey,CB,Lions,870000,870000,0,0,0.0,0.387
2085,Nate Landman,LB,Falcons,870000,870000,0,0,0.0,0.387
2086,Jonathan Ledbetter,IDL,Cardinals,870000,870000,0,0,0.0,0.387
2087,Zonovan Knight,RB,Lions,870000,870000,0,0,0.0,0.387
2088,Derrick Gore,RB,Commanders,870000,870000,0,0,0.0,0.387
2089,Joe Reed,WR,Bears,870000,870000,0,0,0.0,0.387
2090,Lynn Bowden,WR,Saints,870000,870000,0,0,0.0,0.387
2091,Brandon Dillon,TE,Commanders,870000,870000,0,0,0.0,0.387
2092,Isaiah Hodgins,WR,Giants,870000,870000,0,0,0.0,0.387
2093,Kayode Awosika,LG,Lions,870000,870000,0,0,0.0,0.387
2094,Benton Whitley,EDGE,Giants,870000,870000,0,0,0.0,0.387
2095,Liam McCullough,LS,Falcons,870000,870000,0,0,0.0,0.387
2096,Tim Jones,WR,Jaguars,870000,870000,0,0,0.0,0.387
2097,Cal Adomitis,LS,Bengals,870000,870000,0,0,0.0,0.387
2098,Josh Blackwell,CB,Bears,870000,870000,0,0,0.0,0.387
2099,Dieter Eiselen,C,Texans,870000,870000,0,0,0.0,0.387
2100,Charlie Woerner,TE,49ers,3476032,869008,181032,45258,5.2,0.387
2101,"Jon Runyan, Jr.",RG,Packers,3469680,867420,174680,43670,5.0,0.386
2102,Shaun Bradley,LB,Eagles,3466420,866605,171420,42855,4.9,0.386
2103,Jordan Fuller,S,Rams,3465708,866427,170708,42677,4.9,0.385
2104,Quez Watkins,WR,Eagles,3464660,866165,169660,42415,4.9,0.385
2105,Kader Kohou,CB,Dolphins,2590000,863333,40000,13333,1.5,0.384
2106,Troy Hairston II,EDGE,Texans,2585000,861667,85000,28333,3.3,0.383
2107,Kurt Hinish,IDL,Texans,2585000,861667,85000,28333,3.3,0.383
2108,Armani Rogers,TE,Commanders,2577500,859167,67500,22500,2.6,0.382
2109,Peyton Hendershot,TE,Cowboys,2575000,858333,165000,55000,6.4,0.382
2110,Brenden Schooler,S,Patriots,2575000,858333,15000,5000,0.6,0.382
2111,Darien Butler,LB,Raiders,2575000,858333,90000,30000,3.5,0.382
2112,Markquese Bell,S,Cowboys,2575000,858333,215000,71667,8.3,0.382
2113,Jalen Virgil,WR,Broncos,2572500,857500,42500,14167,1.7,0.381
2114,Jaylen Warren,RB,Steelers,2572000,857333,12000,4000,0.5,0.381
2115,Dee Alford,CB,Falcons,2570500,856833,60000,20000,2.3,0.381
2116,Tony Adams,S,Jets,2570000,856667,110000,36667,4.3,0.381
2117,Wesley French,LG,Colts,2570000,856667,10000,3333,0.4,0.381
2118,Josh Jobe,CB,Eagles,2570000,856667,135000,45000,5.3,0.381
2119,Andrew Trainer,RT,Chargers,2570000,856667,10000,3333,0.4,0.381
2120,Josh Sills,LG,Colts,2570000,856667,135000,45000,5.3,0.381
2121,Ryan Stonehouse,P,Titans,2570000,856667,10000,3333,0.4,0.381
2122,Luke Masterson,LB,Raiders,2570000,856667,70000,23333,2.7,0.381
2123,Jake Hansen,LB,Texans,2567500,855833,22500,7500,0.9,0.381
2124,Jack Sanborn,LB,Bears,2567500,855833,17500,5833,0.7,0.381
2125,D'Anthony Bell,S,Browns,2567500,855833,60000,20000,2.3,0.381
2126,Reed Blankenship,S,Eagles,2565000,855000,55000,18333,2.1,0.38
2127,Dallis Flowers,CB,Colts,2565000,855000,15000,5000,0.6,0.38
2128,Ryan Wright,P,Vikings,2565000,855000,20000,6667,0.8,0.38
2129,Jake Hummel,LB,Rams,2565000,855000,5000,1667,0.2,0.38
2130,Stone Smartt,TE,Chargers,2565000,855000,5000,1667,0.2,0.38
2131,Jaylon Jones,S,Bears,2562500,854167,2500,833,0.1,0.38
2132,Mike Brown,S,Titans,2560000,853333,0,0,0.0,0.38
2133,Kavontae Turpin,WR,Cowboys,2560000,853333,0,0,0.0,0.38
2134,Justyn Ross,WR,Chiefs,2560000,853333,0,0,0.0,0.38
2135,Brandon Johnson,WR,Broncos,2560000,853333,0,0,0.0,0.38
2136,Elijah Garcia,IDL,Broncos,2560000,853333,0,0,0.0,0.38
2137,Mitchell Fraboni,LS,Broncos,2560000,853333,0,0,0.0,0.38
2138,William Kwenkeu,LB,Vikings,2560000,853333,0,0,0.0,0.38
2139,Tre Avery,CB,Titans,2560000,853333,0,0,0.0,0.38
2140,Jordan Mason,RB,49ers,2560000,853333,40000,13333,1.6,0.38
2141,Markus Bailey,LB,Bengals,3408696,852174,113696,28424,3.3,0.379
2142,Kamren Curl,S,Commanders,3408328,852082,113328,28332,3.3,0.379
2143,Carter Coughlin,LB,Giants,3405144,851286,110144,27536,3.2,0.379
2144,Eno Benjamin,RB,Saints,3397716,849429,102716,25679,3.0,0.378
2145,Chris Claybrooks,CB,Jaguars,3397388,849347,102388,25597,3.0,0.378
2146,James Smith-Williams,EDGE,Commanders,3392700,848175,97700,24425,2.9,0.377
2147,Casey Toohill,EDGE,Commanders,3387032,846758,92032,23008,2.7,0.377
2148,Tremayne Anchrum,RT,Rams,3370492,842623,75492,18873,2.2,0.375
2149,James Houston,EDGE,Lions,1675000,837500,0,0,0.0,0.373
2150,Zach Davidson,TE,Bills,1674000,837000,9000,4500,0.5,0.372
2151,Ryan Van Demark,LT,Bills,1674000,837000,9000,4500,0.5,0.372
2152,Kyler McMichael,CB,Cardinals,1674000,837000,9000,4500,0.5,0.372
2153,Alec Anderson,RG,Bills,1673500,836750,8500,4250,0.5,0.372
2154,Xazavian Valladay,RB,Jets,2505000,835000,0,0,0.0,0.371
2155,Juanyeh Thomas,S,Cowboys,1665000,832500,0,0,0.0,0.37
2156,Tyrus Wheat,EDGE,Cowboys,1665000,832500,0,0,0.0,0.37
2157,Irvin Charles,WR,Jets,1665000,832500,0,0,0.0,0.37
2158,Alex Cook,S,Panthers,1665000,832500,0,0,0.0,0.37
2159,Mike Greene,IDL,Buccaneers,1665000,832500,0,0,0.0,0.37
2160,Cameron Goode,EDGE,Dolphins,1665000,832500,0,0,0.0,0.37
2161,Lacale London,IDL,Falcons,1665000,832500,0,0,0.0,0.37
2162,Darius Rush,CB,Steelers,1665000,832500,0,0,0.0,0.37
2163,Jashaun Corbin,RB,Giants,1665000,832500,0,0,0.0,0.37
2164,Rodney Williams II,TE,Steelers,1665000,832500,0,0,0.0,0.37
2165,Blake Whiteheart,TE,Cardinals,1665000,832500,0,0,0.0,0.37
2166,Tucker Fisk,TE,Falcons,1665000,832500,0,0,0.0,0.37
2167,Julian Good-Jones,LT,Commanders,1665000,832500,0,0,0.0,0.37
2168,Tyreke Smith,EDGE,Cardinals,1665000,832500,0,0,0.0,0.37
2169,Eku Leota,EDGE,Panthers,1665000,832500,0,0,0.0,0.37
2170,Lucas Krull,TE,Broncos,1665000,832500,0,0,0.0,0.37
2171,Jeremiah Pharms,IDL,Patriots,1665000,832500,0,0,0.0,0.37
2172,Alex Akingbulu,LT,Commanders,1665000,832500,0,0,0.0,0.37
2173,Tyler Goodson,RB,Colts,1665000,832500,0,0,0.0,0.37
2174,Qwuantrezz Knight,S,Cardinals,1665000,832500,0,0,0.0,0.37
2175,Ty Okada,CB,Seahawks,1665000,832500,0,0,0.0,0.37
2176,Patrick O'Connell,LB,Seahawks,1665000,832500,0,0,0.0,0.37
2177,Jalen Harris,EDGE,Commanders,1665000,832500,0,0,0.0,0.37
2178,Benny Sapp III,S,Packers,1665000,832500,0,0,0.0,0.37
2179,J.D. DiRenzo,LT,Panthers,1665000,832500,0,0,0.0,0.37
2180,Trenton Thompson,S,Steelers,1665000,832500,0,0,0.0,0.37
2181,Trevor Nowaske,LB,Cardinals,1665000,832500,0,0,0.0,0.37
2182,TK McLendon,IDL,Titans,1665000,832500,0,0,0.0,0.37
2183,Ilm Manning,LT,Panthers,1665000,832500,0,0,0.0,0.37
2184,Chance Campbell,LB,Titans,1665000,832500,0,0,0.0,0.37
2185,Travis Bell,IDL,Bengals,1665000,832500,0,0,0.0,0.37
2186,Tyreek Maddox-Williams,LB,Cardinals,1665000,832500,0,0,0.0,0.37
2187,Travis Vokolek,TE,Cardinals,1665000,832500,0,0,0.0,0.37
2188,John Ojukwu,RT,Titans,1665000,832500,0,0,0.0,0.37
2189,Andrew Rupcich,RT,Titans,1665000,832500,0,0,0.0,0.37
2190,Bo Melton,WR,Packers,1665000,832500,0,0,0.0,0.37
2191,Mason Kinsey,WR,Titans,1665000,832500,0,0,0.0,0.37
2192,Divaad Wilson,CB,Cardinals,1665000,832500,0,0,0.0,0.37
2193,Tommy DeVito,QB,Giants,1665000,832500,0,0,0.0,0.37
2194,Joshua Pryor,EDGE,Commanders,1665000,832500,0,0,0.0,0.37
2195,Eric Garror,CB,Titans,1665000,832500,0,0,0.0,0.37
2196,Ben VanSumeren,LB,Eagles,1665000,832500,0,0,0.0,0.37
2197,Ekow Boye-Doe,CB,Chiefs,1665000,832500,0,0,0.0,0.37
2198,Keondre Coburn,IDL,Titans,1665000,832500,0,0,0.0,0.37
2199,Otis Reese,LB,Titans,1665000,832500,0,0,0.0,0.37
2200,Lucky Jackson,WR,Vikings,1665000,832500,0,0,0.0,0.37
2201,Ty Zentner,P,Titans,1665000,832500,0,0,0.0,0.37
2202,Leroy Watson,LT,Browns,1665000,832500,0,0,0.0,0.37
2203,Robert Jones,RG,Dolphins,2455000,818333,130000,43333,5.3,0.364
2204,Malik Herring,EDGE,Chiefs,2450000,816667,150000,50000,6.1,0.363
2205,Jack Stoll,TE,Eagles,2447500,815833,122500,40833,5.0,0.363
2206,Alaric Jackson,LT,Rams,2445000,815000,20000,6667,0.8,0.363
2207,Feleipe Franks,QB,Falcons,2440000,813333,100000,33333,4.1,0.362
2208,Amen Ogbongbemiga,LB,Chargers,2440000,813333,30000,10000,1.2,0.362
2209,Caleb Johnson,LB,Jaguars,2432000,810667,7000,2333,0.3,0.361
2210,Jerry Jacobs,CB,Lions,2428500,809500,3500,1167,0.1,0.36
2211,Cole Fotheringham,TE,Raiders,795000,795000,0,0,0.0,0.35400000000000004
2212,Jaydon Grant,CB,Raiders,795000,795000,0,0,0.0,0.35400000000000004
2213,Sincere McCormick,RB,Raiders,795000,795000,0,0,0.0,0.35400000000000004
2214,Chris Wilcox,CB,Chargers,795000,795000,0,0,0.0,0.35400000000000004
2215,Jalen McKenzie,RT,Raiders,795000,795000,0,0,0.0,0.35400000000000004
2216,Jerrod Clark,IDL,Chargers,795000,795000,0,0,0.0,0.35400000000000004
2217,Max Duggan,QB,Chargers,795000,795000,0,0,0.0,0.35400000000000004
2218,Abraham Beauplan,LB,Vikings,795000,795000,0,0,0.0,0.35400000000000004
2219,Charles Snowden,EDGE,Raiders,795000,795000,0,0,0.0,0.35400000000000004
2220,John Samuel Shenker,TE,Raiders,795000,795000,0,0,0.0,0.35400000000000004
2221,Matt Hankins,CB,Chargers,795000,795000,0,0,0.0,0.35400000000000004
2222,David Ebuka Agoha,EDGE,Raiders,795000,795000,0,0,0.0,0.35400000000000004
2223,Brevin Allen,EDGE,Chargers,795000,795000,0,0,0.0,0.35400000000000004
2224,Tyler Coyle,S,Packers,795000,795000,0,0,0.0,0.35400000000000004
2225,Henry Byrd,RG,Vikings,795000,795000,0,0,0.0,0.35400000000000004
2226,Jeremiah Martin,EDGE,Giants,795000,795000,0,0,0.0,0.35400000000000004
2227,Grant DuBose,WR,Packers,795000,795000,0,0,0.0,0.35400000000000004
2228,Anthony Johnson,CB,Packers,795000,795000,0,0,0.0,0.35400000000000004
2229,Levi Bell,EDGE,Seahawks,795000,795000,0,0,0.0,0.35400000000000004
2230,Matthew Gotel,RG,Seahawks,795000,795000,0,0,0.0,0.35400000000000004
2231,Bryant Koback,RB,Seahawks,795000,795000,0,0,0.0,0.35400000000000004
2232,Ellis Merriweather,RB,Packers,795000,795000,0,0,0.0,0.35400000000000004
2233,Jonathan Sutherland,S,Seahawks,795000,795000,0,0,0.0,0.35400000000000004
2234,Brandon Bouyer-Randle,EDGE,Commanders,795000,795000,0,0,0.0,0.35400000000000004
2235,Kenneth Odumegwu,IDL,Packers,795000,795000,0,0,0.0,0.35400000000000004
2236,D'Angelo Mandell,CB,Commanders,795000,795000,0,0,0.0,0.35400000000000004
2237,Daniel Arias,WR,Cardinals,795000,795000,0,0,0.0,0.35400000000000004
2238,Henry Pearson,FB,Packers,795000,795000,0,0,0.0,0.35400000000000004
2239,Austen Pleasants,RT,Cardinals,795000,795000,0,0,0.0,0.35400000000000004
2240,Robert Burns,FB,Falcons,795000,795000,0,0,0.0,0.35400000000000004
2241,Kendell Brooks,S,Colts,795000,795000,0,0,0.0,0.35400000000000004
2242,Joel Wilson,TE,Packers,795000,795000,0,0,0.0,0.35400000000000004
2243,Brycen Tremayne,WR,Commanders,795000,795000,0,0,0.0,0.35400000000000004
2244,Kadeem Telfort,LT,Packers,795000,795000,0,0,0.0,0.35400000000000004
2245,Azizi Hearn,CB,Patriots,795000,795000,0,0,0.0,0.35400000000000004
2246,Thyrick Pitts,WR,Packers,795000,795000,0,0,0.0,0.35400000000000004
2247,T.J. Luther,WR,Patriots,795000,795000,0,0,0.0,0.35400000000000004
2248,Andrew Stueber,RT,Patriots,795000,795000,0,0,0.0,0.35400000000000004
2249,Keshawn Banks,EDGE,Packers,795000,795000,0,0,0.0,0.35400000000000004
2250,DeWayne McBride,RB,Vikings,795000,795000,0,0,0.0,0.35400000000000004
2251,Reese Taylor,CB,Broncos,795000,795000,0,0,0.0,0.35400000000000004
2252,Kaleb Hayes,CB,Giants,795000,795000,0,0,0.0,0.35400000000000004
2253,Tyrese Robinson,LG,Vikings,795000,795000,0,0,0.0,0.35400000000000004
2254,Devin Cochran,LT,Bengals,795000,795000,0,0,0.0,0.35400000000000004
2255,Dennis Houston,WR,Giants,795000,795000,0,0,0.0,0.35400000000000004
2256,Seth Williams,WR,Jaguars,795000,795000,0,0,0.0,0.35400000000000004
2257,Dyontae Johnson,LB,Giants,795000,795000,0,0,0.0,0.35400000000000004
2258,Michael Tutsie,WR,Colts,795000,795000,0,0,0.0,0.35400000000000004
2259,Jayden Peevy,IDL,Browns,795000,795000,0,0,0.0,0.35400000000000004
2260,Keidron Smith,CB,Broncos,795000,795000,0,0,0.0,0.35400000000000004
2261,Darryl Williams,C,Jaguars,795000,795000,0,0,0.0,0.35400000000000004
2262,Zavier Scott,WR,Colts,795000,795000,0,0,0.0,0.35400000000000004
2263,D.J. Coleman,EDGE,Jaguars,795000,795000,0,0,0.0,0.35400000000000004
2264,Erick Hallett,CB,Jaguars,795000,795000,0,0,0.0,0.35400000000000004
2265,Dequan Jackson,LB,Jaguars,795000,795000,0,0,0.0,0.35400000000000004
2266,Anderson Hardy,C,Steelers,795000,795000,0,0,0.0,0.35400000000000004
2267,Ayo Oyelola,S,Jaguars,795000,795000,0,0,0.0,0.35400000000000004
2268,Thomas Odukoya,TE,Titans,795000,795000,0,0,0.0,0.35400000000000004
2269,Marcel Dabo,CB,Colts,795000,795000,0,0,0.0,0.35400000000000004
2270,Vincent Gray,CB,Browns,795000,795000,0,0,0.0,0.35400000000000004
2271,Terrell Bynum,WR,Colts,795000,795000,0,0,0.0,0.35400000000000004
2272,William Sherman,LG,Broncos,795000,795000,0,0,0.0,0.35400000000000004
2273,Hassan Hall,RB,Chiefs,795000,795000,0,0,0.0,0.35400000000000004
2274,Jacob Copeland,WR,Chiefs,795000,795000,0,0,0.0,0.35400000000000004
2275,Cameron Lyons,LS,Bears,795000,795000,0,0,0.0,0.35400000000000004
2276,Jordan Murray,TE,Colts,795000,795000,0,0,0.0,0.35400000000000004
2277,Liam Anderson,LB,Colts,795000,795000,0,0,0.0,0.35400000000000004
2278,Thayer Thomas,WR,Vikings,795000,795000,0,0,0.0,0.35400000000000004
2279,Daylen Baldwin,WR,Vikings,795000,795000,0,0,0.0,0.35400000000000004
2280,Deslin Alexandre,EDGE,Packers,795000,795000,0,0,0.0,0.35400000000000004
2281,Deandre Johnson,EDGE,Packers,795000,795000,0,0,0.0,0.35400000000000004
2282,Christian Young,S,Packers,795000,795000,0,0,0.0,0.35400000000000004
2283,Tyreque Jones,S,Raiders,795000,795000,0,0,0.0,0.35400000000000004
2284,Tyreik McAllister,WR,Raiders,795000,795000,0,0,0.0,0.35400000000000004
2285,C.J. Okoye,IDL,Chargers,795000,795000,0,0,0.0,0.35400000000000004
2286,Caleb Johnson,LB,Browns,795000,795000,0,0,0.0,0.35400000000000004
2287,Austin Ajiake,LB,Colts,795000,795000,0,0,0.0,0.35400000000000004
2288,Tyler Beach,RG,Steelers,795000,795000,0,0,0.0,0.35400000000000004
2289,Jack Colletto,LB,Steelers,795000,795000,0,0,0.0,0.35400000000000004
2290,Kellen Diesch,LT,Steelers,795000,795000,0,0,0.0,0.35400000000000004
2291,Joey Fisher,LT,Steelers,795000,795000,0,0,0.0,0.35400000000000004
2292,Lonnie Phelps,EDGE,Browns,795000,795000,0,0,0.0,0.35400000000000004
2293,Zaire Mitchell-Paden,TE,Browns,795000,795000,0,0,0.0,0.35400000000000004
2294,Douglas Coleman III,S,Bears,795000,795000,0,0,0.0,0.35400000000000004
2295,Keilahn Harris,WR,Steelers,795000,795000,0,0,0.0,0.35400000000000004
2296,Brent Laing,C,Chargers,795000,795000,0,0,0.0,0.35400000000000004
2297,Roy Mbaeteka,RT,Bears,795000,795000,0,0,0.0,0.35400000000000004
2298,Ryan Swoboda,RT,Falcons,795000,795000,0,0,0.0,0.35400000000000004
2299,Jacob Slade,IDL,Steelers,795000,795000,0,0,0.0,0.35400000000000004
